replyID,relpy_text,hatespeech_or_not
UgwoUsLLhfRGkardJ6N4AaABAg.9Ykg-Fqb1P79Ytav1ygS_w,@chrisserrific I can&#39;t disagree with you honestly...watching a loved one on hospice is torture and cruel imo,0
UgwoUsLLhfRGkardJ6N4AaABAg.9Ykg-Fqb1P79Ytb7Ypfvqh,@Kryptonarie 63 I&#39;ve witnessed plenty of people on hospice who could speak have full conversations until morphine hit!!! It&#39;s sad slow death for loved ones.,0
UgwoUsLLhfRGkardJ6N4AaABAg.9Ykg-Fqb1P79YuDh7UHB7l,"Just to throw this out there.  People are up in arms about this doctor giving this patient a mercy killing but I don&#39;t hear anything when we murder a person on death roll.  Humanity is ironic that way, we shall not kill but only when it&#39;s convenient for us.  I know different situations in all but basic principle.",0
UgwoUsLLhfRGkardJ6N4AaABAg.9Ykg-Fqb1P79ZerhLBuwSc,@Scorp Jess  Cruel for who??? You to watch or for the patient because most of the time it&#39;s the family that has the issue not the patient. The patient usually wants to spend as much time as possible with the family.,0
UgwoUsLLhfRGkardJ6N4AaABAg.9Ykg-Fqb1P79ZerxsCEEfN,@Jessica reeves  He wasn&#39;t giving mercy killing; he was causing killings. He was lying the patients family and causing patients to die.,0
Ugx8xhdysKBEaF1y-XV4AaABAg.9YkfuLjYj7M9YkhfV377Ju,The missing link is consent…,0
UgwMJyQsuafpUwL8JnV4AaABAg.9_502udPeD-9_6JRaCVFDR,Are you saying that acting upon prejudice and murdering someone shouldn&#39;t be considered a crime?,0
UgwMJyQsuafpUwL8JnV4AaABAg.9_502udPeD-9_7bGg-LGCr,@Hayden We had the perfect storm of bad decisions on all sides. One person dead and 3 others that might as well be dead. Nobody wins.,0
Ugzl0GWT3x8sOphSPPN4AaABAg.9Zzln8I53t-9_2UBTYXtxg,"Considering more than 80% of them were peaceful, it’s safe to say that most of them ARE peaceful",0
Ugzl0GWT3x8sOphSPPN4AaABAg.9Zzln8I53t-9_2urpcfnwB,@Brandon Myers I bet you also believe that Islam is a religion a peace,1
UgyQvTQL4_v_ct_R7VN4AaABAg.9ZWW8WMvUUB9_2UNqq4L4d,"And they were charged for the crime individually , however hating someone for their skin, sexuality or anything else is a hate crime.  which is a crime itself which they were charged for in this case",0
UgyQvTQL4_v_ct_R7VN4AaABAg.9ZWW8WMvUUB9_6KH1SVebP,"Examining and convicting someone&#39;s<br> reasons of why they committed murder is hardly comparable to &quot;thought crime&quot;. I suppose executing innocent people for reading or speaking the truth is on the same level as convicting murderers for a racially motivated killing. Sure, their actions are more important, but examining their reasons isn&#39;t &quot;Orwellian&quot;",0
Ugzuov_irI9Ooxl0xnF4AaABAg.9ZQcIxObksd9ZRS39VFF5F,Doesn&#39;t a hate crime BY DEFINITION mean there&#39;s a law against hate?,0
Ugzuov_irI9Ooxl0xnF4AaABAg.9ZQcIxObksd9ZSRaCubl1L,@cchris874 If that&#39;s true then why is there a LGBT and Asian Hate Crime Bill?,0
Ugzuov_irI9Ooxl0xnF4AaABAg.9ZQcIxObksd9ZTFpzMHvnJ,@Richard Maginn Good question. Seems redundant.,0
Ugzuov_irI9Ooxl0xnF4AaABAg.9ZQcIxObksd9ZTIAJX_aaI,"@cchris874 Yes. It&#39;s confusing to me. I mean, hate is hate. So, what the purpose of the those bills? And how are those 2 &#39;targeted&#39; groups granted further protection from hate than any other US citizen?<br>Just doesn&#39;t make sense to me.<br>I wish a lawyer could explain the proper context; show me what I&#39;m missing.<br>Because right now, those 2 bills are seeming more political than legal; kind of an &quot;open season&quot; for anyone outside of those 2 groups.<br>What a psychological mind &quot;beep&quot;.",0
Ugzuov_irI9Ooxl0xnF4AaABAg.9ZQcIxObksd9ZTzYaB1Vtm,"@Richard Maginn <br>Reminds me of the equal rights amendment. Since the Constitution already guarantees everyone&#39;s rights, especially when you consider Title VII of 1964:  &quot;Title VII prohibits employment discrimination based on race, color, religion, sex and national origin. &quot;",0
Ugzuov_irI9Ooxl0xnF4AaABAg.9ZQcIxObksd9_50IbSi9FT,@cchris874 I agree.,0
Ugwxcw4YqmlPPH3Nu_V4AaABAg.9ZOR-J78ccq9ZRS8n0T1dC,They already did. Didn&#39;t you follow the first trial?,0
Ugxg4HK94Fl8ZnvqVDZ4AaABAg.9ZJaRx2bnw19ZRSJAJGWpI,The problem is God himself. He chose to create the very concept of hate. Certainly we humans didn&#39;t.,0
UgwYLDJ_bcuDL7RM9jt4AaABAg.9ZIrFRnU2Kt9ZUkTFYdzdd,By definition something that is heinous is wrong.,0
UgwYLDJ_bcuDL7RM9jt4AaABAg.9ZIrFRnU2Kt9ZiN0pPILkV,Uhhh… what?,0
UgxaC7biW6R3Rpj3vL94AaABAg.9Z4bJoky2hD9Z5Dd1mTR1s,Except when he kills us.,0
UgxCzaFLCkqZfbaLneR4AaABAg.9Z4VD0SvgBo9Z5Drgfv7v8,"Not sure if I agree with that. People video for various reasons, such as capturing hard evidence of a crime. The motive will differ from one to another.",0
UgxCzaFLCkqZfbaLneR4AaABAg.9Z4VD0SvgBo9Z5GKEiSeH1,@cchris874 I appreciate your response. I am bringing attention to the fact that these idiots felt so comfortable to film their act... I mean... They clearly felt that they did no wrong.,0
UgxCzaFLCkqZfbaLneR4AaABAg.9Z4VD0SvgBo9Z5J5RY7ECP,"@Elaine Oliver Thank you for your reply. My response would be that Bryan apparently started filming long before he knew the Ms were doing something wrong. As the phone records show, there was no contact between him and the Ms either the night before, or at any time that day before the chase started. On the other hand, it&#39;s clear he was a typical southern racist at the very least.<br><br>I do agree though it was stupidity incarnate to think that video would be to your favor. It proved conclusively Travis committed armed assault before Arbery even reached the vehicle.<br><br>That all said, while I have little sympathy for the Ms, I don&#39;t think Bryan&#39;s actions are proportional to a life sentence. The felony murder laws are highly inadequate, as this case especially shows.",0
UgwwaGjkLXzhEg_3y014AaABAg.9Z4TrP-SNnn9ZRSZ3n9iem,That&#39;s right. Bryan&#39;s sentence almost as much of an injustice as Arbery&#39;s murder.,0
UgymY6ThxKRRRfb_vLR4AaABAg.9Z0GGzACqnb9Z4uU-5kIPD,The state of Georgia Murder Trial was aired Live in November 2021 on the <br>Court TV Channel. <br> Under cross examination by the Prosecuting Attorney Travis McMicheal admitted  he never saw Ahmaud Arbery  take anything from any house in <br>the Satilla Shores Neighborhood.<br>A Glynn County Sheriff Deputy testified that prior to the day of the murder<br> on  February 23 2020 there was no recent burglaires of houses in the <br>Satilla Shores Neighborhood. There was some burglaires of vehicles but <br>the suspect was a Caucasian Man. <br>Travis McMicheal shot Ahmaud Arbery twice in his cheast causing him to bleed <br>to death as he was laying in the street. <br>Travis McMicheal leaned over Ahmaud Arbery calling him a  F**king Ni**er <br>which is a Racial Slur proving the murder was motivated by Racism. <br> The Prosecuting Attorney stated in her Closing Arguements  that <br>Ahmaud Arbery did not commit any crime in the Satilla Shores Neighborhood <br>on February 23 2020 . <br>Don&#39;t forget to wear your Hood for the upcoming Klu Klux Klan Rallies.,0
UgxFpdpwpOf3Yebd-xF4AaABAg.9Z0FBh1dmEC9Z4og7XLik7,What?,0
UgyhOLdehooWUoVwNBt4AaABAg.9Z-w9KWtwDa9_2UvHhQrXs,What was the original,0
UgyhOLdehooWUoVwNBt4AaABAg.9Z-w9KWtwDa9_5-mGhxl4w,"@Brandon Myers Used to be racism was when one race felt superior to another race and now it could simply mean prejudice ,discrimination, hatred etc.. Popular rhetoric has changed the actual definition to it&#39;s new definition that people have been using for many years.",0
UgyhOLdehooWUoVwNBt4AaABAg.9Z-w9KWtwDa9_50XaKDtkM,"@honestguy  it includes all those things because people tend to be prejudice, discriminate and be hateful because they think the other race is less superiors than them though <br><br>Considering most of the time you’re prejudice/discriminate for those reasons it kinda makes sense (not to mention the way they talked about black people in the texts/after the shooting it’s clear they do think they are a bit superior)",0
UgyhOLdehooWUoVwNBt4AaABAg.9Z-w9KWtwDa9_51uqy9XDl,@Brandon Myers I guess it does not make sense to take the law into your own hands. Following someone with a loaded shotgun is never a good idea.,0
UgyhOLdehooWUoVwNBt4AaABAg.9Z-w9KWtwDa9_54bCraJQK,@honestguy agreed,0
UgxilMsUZakS-75yNxN4AaABAg.9YyOz5IAr2z9Z-veEuJbgO,"It&#39;s a shame that African countries  were selling their own people, I agree.",1
UgzXinxEurBGJejd8y14AaABAg.9Yy501clx0e9Yy78Os7gm3,Well profiling proves that doesn&#39;t it..,0
UgyHyAmY2XsMfpLu08R4AaABAg.9YwpdK3IXmF9YwphUm3qvB,Have you considered consulting an investment advisor or using a portfolio manager?,0
UgyHyAmY2XsMfpLu08R4AaABAg.9YwpdK3IXmF9YwpkdtH9FZ,"@Rose Allen hi, no I haven&#39;t do you know any or can you point me in the right direction?",0
UgyHyAmY2XsMfpLu08R4AaABAg.9YwpdK3IXmF9YwplwPaYlU,@Rose Allen I want to go into stock but i need a certified/registered professional who will guide and handle my account.,0
UgyHyAmY2XsMfpLu08R4AaABAg.9YwpdK3IXmF9YwppjHvPVs,"@Paul Jack Vasilyev ASHLEY AIRAGAHI is one of the best trader I have ever worked with in the past few years, she knows how best to deal with whatever market situation.",0
UgyHyAmY2XsMfpLu08R4AaABAg.9YwpdK3IXmF9Ywpsu4iBnB,"@Rose Allen Ok, just found her website, impressive, Thank you.",0
UgyHyAmY2XsMfpLu08R4AaABAg.9YwpdK3IXmF9Yy7JGC70Tt,Take it there,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9Yw8rmd1clt,We have read all your previous comments. Keep hating and you will pay the price of hate.  Soon or later.   Adios,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YwAgby9e2B,"@ASHA NYC because I disagree with you? Wow, simmer down",1
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YwMzUiqw7K,@ScratchNOFF 760 To what?,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxDP2spROk,@Guy Lindquist video link of what you saw please,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxIU6SdPez,@ScratchNOFF 760 I didn&#39;t reference anything I saw. What in specific are you asking for? I think you are confused.,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxKVlsarcm,@Guy Lindquist you said there&#39;s texting you had to find that on the computer unless it you texting Aubrey,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxnUJBDbSk,@ScratchNOFF 760 So you want a link that proves that Arbery had a cell phone and knew how to text and actually texted people? Here&#39;s your link: &quot;common sense&quot;,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxpvigAIOm,"@Guy Lindquist you said you seen it, well make up your mind you got the proof or not?",0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxpxbOgHA_,@Guy Lindquist stay in denial,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YxsuQoloru,"@ScratchNOFF 760 I seen his texts? The texts that weren’t allowed in court. Bruh, you”re still confused",0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9Yy2V6JSCaX,"@Guy Lindquist yeah I&#39;m sure you saw everything why didn&#39;t you call the cops,  did you see the McMichael Facebook,  the daughter should have got arrested too",0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9Yy2_tCsIOO,@Guy Lindquist nothing confusing so how did you get to see it but not everyone else what did it say about the McMichael,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YzZcKRIsvN,@ScratchNOFF 760 I&#39;ve said nobody was allowed to see Arbery&#39;s text because it wasn&#39;t allowed in court. I never claimed to see his texts. I don&#39;t know where or how you got that idea. It would be interesting to see his texts and what he did say about McMichael seeing as he ran into him previously while trespassing on a previous night.,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YzZkx9v9Z3,@ScratchNOFF 760 What color is the sky in your world?,1
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9Yzj-HhdMGL,@Guy Lindquist so how did you find out about the texting?,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9Yzj4fg-aHM,@Guy Lindquist no he wasn&#39;t the McMichael confused him with another black guy they got on video,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9YzjBELnxgI,@Guy Lindquist only good outline I see the McMichael had was you wasn&#39;t their lawyer,0
UgzQ0w1Pl84YLPhWwQZ4AaABAg.9Yvnxv51tqs9Z6B3fR5CNz,@Trading Stuff Confronting trespassers is not illegal. Neither is possessing a gun. Trespassing is illegal. Assault is illegal. Trying to grab someone&#39;s gun is illegal. The phone record would show Arbery&#39;s state of mind and his intent. It could prove he was jogging and studying to be an electrical engineer. Or it could prove he was planning on stealing and had plans on being violent if confronted. Why do you not want to know the truth?,0
Ugz9DCU_aSo-QYo6me94AaABAg.9YuPMt-PGTn9YuQXEBeTgh,"It was, all about where they will spend their sentence, they wanted to go to federal prison instead of state prison because its &quot;easier&quot;",0
UgzrNLbtubpyy6_MOfl4AaABAg.9YtEEXGNIvB9Z4pPylHHso,You still can&#39;t start a fight with a gun vs someone without one and claim self defense.,0
UgzrNLbtubpyy6_MOfl4AaABAg.9YtEEXGNIvB9Z7M3CuIsWQ,"@Trading Stuff They might have gotten a lesser sentence in other states but georgia law is antiquated.  Never wise to exit a vehicle with a firearm, people are only asking for trouble.",0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69YtU46aRRSs,@Alex  Richardson  lmao there we go I&#39;m a racist no I&#39;m against criminals not black people yea I know just out for a jog so innocent,1
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69YwIQPgm1D1,They have the 3 on video trying to hold him against his will,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69YwIVDWKwpN,@John Harris so why not point out the white too,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69YwQltAVMPk,@ScratchNOFF 760 if that&#39;s  true then you maybe right,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69YxDFknK9mk,@John Harris you can YouTube it,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69Yy-GrdBrfo,@ScratchNOFF 760 ok thanks,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69Z4pXJce4Bz,@John Harris Okay well you&#39;ve made it obvious you didn&#39;t pay attention to this,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69Zji2mmZoQc,@ScratchNOFF 760  timcast podcast had a show about this the media lied just like hands up,0
UgwVE3_6GmSJhkhzZ514AaABAg.9Yt0Iq3IDa69Zjoa5kEnRJ,@John Harris video show he was trapped forensic said they found cloth on the truck...,0
UgzFmdHU0TPhKtwmMIp4AaABAg.9YsZWKiMyOK9Yx84g9Tsxs,THANK YOU,0
UgxdN9FR5MEX8Q7rQKN4AaABAg.9YsSRQwHG4h9YuR0e39LeV,Jail for life... In the state prison,0
UgzmR3bADClw25RC_-F4AaABAg.9Yrt0Jj8I6n9Z4px0YDp-R,LMAO! None of this would have happened had they not tried to play cop and chase a man down with a gun. But they have their lives in prison to think about that.,0
Ugw5CeAc0yeFae1CJ094AaABAg.9YrsXoB9kT89Z4pzTZagiG,LMAO! None of this would have happened had they not tried to play cop and chase a man down with a gun. But they have their lives in prison to think about that.,0
UgwY4Q31w3hDeZgM8K94AaABAg.9Yro7aWChfm9Yv4iSCqj-a,Otay Buckwheat,0
UgwY4Q31w3hDeZgM8K94AaABAg.9Yro7aWChfm9YvQqKdgDyZ,"@Martin Honan explain to me in clear, no uncertain detail with specific examples why they don&#39;t. Why shouldn&#39;t we follow the Golden Rule? I await your replay.",0
Ugw-w2-no-TX05XWm_54AaABAg.9Yr-NviyXsK9YsZY-348ep,The State of Georgia Murder Trial was aired Live in November 2021 on the<br>Court TV Channel. <br>Under cross examination by the Prosecuting Attorney Travis McMicheal <br>admitted he never saw Ahmaud Arbery take anything from any house in the Satilla Shores Neighborhood. <br>A Glynn County Sheriff Deputy testified that prior to the day of the murder on <br>February 23 2020 there was no recent burglaries of houses in  the <br>Satilla Shores Neighborhood. <br>There was some burglaires of vehicles but the suspect was a Caucasian Man. <br>Don&#39;t forget to wear your Hood for the upcoming Klu Klux Klan Rallies. <br>The 3 Convicted Racist Hillbilly Murderers will Die in  Prison because of their<br> own Racism.,0
UgxunB77iR7ZPYGYd5V4AaABAg.9YqqkIpASyA9Yr3QI8yWQ0,They did not take a plea deal. They will serve their sentences in Georgia state prisons first.,0
Ugx50r-vmb6kaMQ7dgh4AaABAg.9Yqn2KSXiOt9Yr3YtWcTw5,They will serve time in Georgia prisons first.,0
Ugx50r-vmb6kaMQ7dgh4AaABAg.9Yqn2KSXiOt9YuRp9JAPqn,"Awww they are so unlucky, they will end up in the state prison, the door to hell is about to be open for them..",1
Ugx50r-vmb6kaMQ7dgh4AaABAg.9Yqn2KSXiOt9Yue4DzM-wR,"@Sig fan oh wow okay, I thought they would end up in the federal first because of the hates crimes.",0
Ugzie-fd6dGYmLXZTnB4AaABAg.9YqgBmWCoIy9YuRwFsw2xU,I think they will receive a special treatment from black inmates..,1
UgzsbMdWiH6QprhtmZ94AaABAg.9YqORL-A8te9Yr49sHBqkN,Travis McMichael could not claim self defense in accordance with Georgia self defense laws. He was the initial unauthorized aggressor and he was in the commission of a felony BEFORE Arbery grabbed his shotgun. <br>According to Georgia law if a person dies while you are in the commission of a felony you will be charged with that death.,0
Ugwj3Y8VP7yEsaWNJpd4AaABAg.9YqAUM_OOw39Yr6fReKyTF,That&#39;s not how they got malice murder. <br>The prosecution convinced the jury that Travis showed malice when he parked his truck. <br>He waited for Arbery. <br>He then pointed his shotgun at Arbery when was 30-40 yards away.<br>He blocked Arbery from running by the driver&#39;s side of his truck (pointing his shotgun).<br>When Arbery changed direction to the passenger&#39;s side of the truck Travis ran and cut him off still pointing his shotgun. <br>After he shot Arbery they didn&#39;t render first aid. <br>Greg McMichael calling Arbery an asshole. All of that is on the video and police body cams. <br>The prosecution claimed they show a &quot;malignant heart&quot;.<br>The jury agreed.,0
UgyKv9LDQFdDvQmQLR54AaABAg.9Yq8GmrPZJl9Yr7GMwjDHk,Where in the Georgia statue does it say that you have to blow someone&#39;s head off to claim malice murder?<br>While you are looking for that I encourage you to read the Georgia self defense statue. Pay attention to the part where it list what DISQUALIFY you for a self defense claim.,1
UgyEQJqPc7CZZRkClDx4AaABAg.9YoipsKUyrZ9Yoj37oWNOQ,Amaud is free but they are forever bound! Praise God.,0
UgyOY1m74dpqkOXGV_h4AaABAg.9YoHu62Q2RC9YuT0M6e7bY,"No, they will spend the first 30 years in the Georgia state prison, if they will finish the sentence because i have my doubts they will make it through..",0
Ugydb3xJr73amIH2lbt4AaABAg.9YnqE0-Ijvf9ZCCkiA2XIn,@Trading Stuff the best part. You accomplice to murder 😂,1
Ugydb3xJr73amIH2lbt4AaABAg.9YnqE0-Ijvf9ZCCu5Sm3yX,That&#39;s justice,0
UgzYv4Nko-0e9gLl-NN4AaABAg.9YnWegVTTZ19YoOlFs_-B6,"@Saltydog No, you&#39;re denying the past, and are more than willing to take on the role of victim because that is what plays well on the right these days.  I am not a bigot in any form or fashion, but I do have difficulty having respect for people who are unwilling to confront this country&#39;s history. As Sir Francis Bacon noted a long time ago &quot;Man prefers to believe what he prefers to be true.&quot;   You&#39;re lost in your own echo chamber.  Talk about gaslighting!  You seem to know something about it.  Ha.",1
Ugy773AyAcWCWrVYFmZ4AaABAg.9YnW2auuPkx9Z4r4o9YD19,"Lmao! CNN didn&#39;t convict them, a jury did.",1
UgzX4YD64CdJTm97-ph4AaABAg.9YnVUF_L7wh9Ynd2qZTNCf,We see the antiwhitism everyday.,1
Ugxegsy0ap9EFBsfDQt4AaABAg.9YnT1SZDItq9YnlDhjoiuA,based justice system jailing 3 murderers for life. cope and seethe,1
Ugxegsy0ap9EFBsfDQt4AaABAg.9YnT1SZDItq9Z4rB-0WhIa,Literally just happened.,0
UgwBRl7ApbZUO-WPny54AaABAg.9YnPdgpwBOb9Z4rF8v4Fue,"Source: Trust me, bro.",0
UgwcLzUQAjZ3Cc7JNUJ4AaABAg.9Yn0c3mowVv9YnEuG9DdwF,"right they should have got the Death Sentence, eye for an eye!",0
UgwNztytCM9CFSgENRp4AaABAg.9YmzuleruoO9YnF8IJbUka,"no they were just hunged or killed for owning property, or women and children were killed for no obeying racist",0
Ugw0fWvdpwYGLKM5dad4AaABAg.9YmwUEW7nqZ9YnC7PmKpf4,You need to 1st proof read comment. 2nd take some time and learn about economics.,0
UgwP-U02eOgahpn0YQ14AaABAg.9YmsWL0QNXZ9YnFO08E5KV,"Special thanks to William Roddie Bryan; all this is possible because of his fantastic filming skills. and taped audio and text,",0
UgwP-U02eOgahpn0YQ14AaABAg.9YmsWL0QNXZ9YpTnfD_xbI,@parislove48075 I told them I’m still waiting on the answer as to why ahmaud stopped jogging and was caught on camera trespassing on private property looking around in the first place. You all clearly knew what he was doing after watching the camera footage so don’t lie lol. I’ll wait 🍿🤣,1
UgwP-U02eOgahpn0YQ14AaABAg.9YmsWL0QNXZ9YpTq1zR9zo,@parislove48075 they couldn’t give me a answer and tried to dodge that one lol,1
UgxnRKMWHyP9t_Uz50x4AaABAg.9YmmuAQOFWn9YmsMz1JCQF,Hey mr Ramie...! I’m so sorry you feel that way. But I can’t deny understanding why. I wish sometimes I could walk in other shoes to fully understand the gravity of your situation. It breaks hearts around the world when we see the African Americans get treated in such an inhumane way. I have Native American cousins in New Mexico. I hear a lot...<br>But please don’t hate all white people. Every race has their bad fruit. 3 rotten ones fell to the ground. 👍🙏✌️🇦🇺,1
UgxnRKMWHyP9t_Uz50x4AaABAg.9YmmuAQOFWn9YmsezQK3p0,"Racism is a learnt behaviour....<br>No child is born bad, evil, racist, or even religious... it Will learn about these through life. We all do my friend",0
UgxnRKMWHyP9t_Uz50x4AaABAg.9YmmuAQOFWn9YmslDLzlS1,Now chill out and watch some of my FPV flying videos..!🤙🇦🇺,0
UgxnRKMWHyP9t_Uz50x4AaABAg.9YmmuAQOFWn9YnFZiXOCSW,"yeah because racism had its perks, Special thanks to William Roddie Bryan; all this is possible because of his fantastic filming skills. and taped audio and text,",0
UgxnRKMWHyP9t_Uz50x4AaABAg.9YmmuAQOFWn9YoHCVhHeaL,The thing that bothers me .. why hate me when you don’t even know me?.. please let us try and get along. It’s already hard as it is to live!,0
Ugz2HMYCb_VCoV56nVp4AaABAg.9Ym_csORCsG9YmaIZDXDRi,They shot and killed a dog.,0
Ugx3VrivHqch5Lt0IDV4AaABAg.9YmZ3gObvoO9YnFhn-sS-8,"you can hate all you want , but dont kill.",0
UgyH7uAUOqus4xFnWWV4AaABAg.9YmX00QPsR_9YnFmbGQTiQ,"Special thanks to William Roddie Bryan; all this is possible because of his fantastic filming skills. and taped audio and text,",0
UgxSHYrR2e3HDJvaR7l4AaABAg.9YmJExqFeF69YnGYukdVof,i  think you need to read up on president reagan and the cia that help supported the cartel for contras to raise money,1
UgxSHYrR2e3HDJvaR7l4AaABAg.9YmJExqFeF69YnIbGZ947a,@parislove48075 Honestly it does not matter how it all started it only matters that it ends. I&#39;m not a person to sit here and pretend that members of the one-party system on either side have the interest of the world and people at heart.,0
Ugy1WPiks5aELyGgayd4AaABAg.9YmJ5rN0TEY9YnGM9mtNz0,"Special thanks to William Roddie Bryan; all this is possible because of his fantastic filming skills. and taped audio and text,",0
UgyHg-ygGCHexzius1F4AaABAg.9YmGfHHdCiN9YnGdllYCmA,"Special thanks to William Roddie Bryan; all this is possible because of his fantastic filming skills. and taped audio and text,",0
UgyHg-ygGCHexzius1F4AaABAg.9YmGfHHdCiN9YnZ7bYTj76,"Arbery was trespassing on a open construction site  as well as a bunch of other people were. The property  owner, Larry English  did nothing to secure the site to deter the public from coming on it. 
<br>
<br> <br>Greg McMichael stated  on record that Arbery was &quot; trapped like a rat &quot; ,and &quot;  &quot;I think he was wanting to flee and he realized that something, you know, he was not going to get away. This helps create the mindset that Arbery  felt that his options were very  limited even if logically they were not ,and that escape would be impossible even  if he picked a better choice.  It can even be argured that the verbal threats made towards Arbery ,and Bryan entering the chase ,and trying to run him into a ditch impaired Arbery&#39;s ability to make rational choices. 
<br>
<br><br>Why did Travis McMichael leave the protection of the car with gun in hand? By leaving the car he put himself in more danger as it would be easier for Arbery to attack him since he is now out in the open ,and it would be harder to drive away since he was the actual driver. His father wasn&#39;t in  any danger either as Arbery was still a bit behind from catching up to them. 
<br>
<br><br>Based on the verdict of both trials, Arbery had the legal right to take the shotgun,and kill all three defendants . Arbery had the right to self defense as soon as they started attempting to illegally detain him. 
<br>
<br><br>That footage wasn&#39;t allowed as no one had knowledge that the suspect was actually Arbery at that time. None of their actions were based on having knowledge on how Arbery may act when confronted pretty much. 
<br>
<br><br>English did  report fishing equipment being  stolen,however the problem with that claim is that he didn&#39;t know when ,and where it happened. Police even admitted that they were looking for Arbery to give him a trespass warning ,and not like a burglary charge.",0
UgygUmOpot72Mv5zRnd4AaABAg.9YmF1ir4X3z9YmMBdWEiBV,"Do you consider this an everyday crime?  If you do, that’s the issue this case was trying to address.",0
UgygUmOpot72Mv5zRnd4AaABAg.9YmF1ir4X3z9YmRu_PaSXl,@Public User I wasn&#39;t referring to this case at all. But to the slippery legal slope we are approaching.,0
UgygUmOpot72Mv5zRnd4AaABAg.9YmF1ir4X3z9YnGhyA5L6S,"Special thanks to William Roddie Bryan; all this is possible because of his fantastic filming skills. and taped audio and text,",0
Ugzhb4oG_OKOXPGk0XN4AaABAg.9Ym8NmzuNxd9YmIZahS7uM,Don’t Republicans have a history of pretending things don’t exist? I don’t think much has changed😂,1
UgzBoHEKIeWXAwvKQrl4AaABAg.9YlserNz3zO9Yluc-UDYF7,And beautiful,0
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9YnGBcHnPVL,This is what CNN has become?,1
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9YnXZETKku0,IDK but can we find out how Biden is rich after never having a job????????,0
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9YnldhHphRv,@James Guy Photography and his Russian blow up doll....,1
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9YnllTfbty3,@Belly Dancer Em he was good friends with epstein and the lady.  Im sure his name is in the black book,1
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9Ynlyi0y09D,"@Larry Stephenson give it up,  we are waking up,  we don&#39;t need or want his low vibrational energy stinking up the place and causing fights everywhere he goes.  Good riddens to him.  Hope he retires in Russia.",0
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9Ynm9n0WqP3,"@Jason Barrett stop exaggerating.  If its your time to go,  you can&#39;t stop it.",1
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9YnoM7CNYmP,As much as cnn,0
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9Yo4QYw2SXK,Mr SADVTRUNP will never give the money he spent on hiss wall,0
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9YqZi9RBhGf,@Youtube Deletes My Posts So&#39;s Mar-a-Lago!,0
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9Yt1SrflPEH,"@Youtube Deletes My Posts you can repeat it 10000 more times, and it&#39;s still not going to be true. Grow tf up.",1
Ugw-n_hUDnmEe-oZhmV4AaABAg.9YkcbitRkif9Yt62Fgr70-,@Zach Stout troll,1
