replyID,relpy_text,hatespeech_or_not
Ugx3lzVR-FA2pOS1nuB4AaABAg.9XcVTMjc6r-9XcjW1vtk1E,한마디로 🐄는 잡아서 뼈까지 발라야 한다,1
Ugx3lzVR-FA2pOS1nuB4AaABAg.9XcVTMjc6r-9Xcys2hGPiQ,+임종석 이인영 장하성,0
Ugx3lzVR-FA2pOS1nuB4AaABAg.9XcVTMjc6r-9XczoN4NtAL,오리지널 팩트...빈수레 현정권.,1
Ugx3lzVR-FA2pOS1nuB4AaABAg.9XcVTMjc6r-9XdMN7jEnPG,오늘돌아가실지 내일돌아가실지 모르는분들인데 어찌그대들은 일본사람들보다더 나쁜인사들이되어가는가,0
Ugx3lzVR-FA2pOS1nuB4AaABAg.9XcVTMjc6r-9Xemfi2Cm2E,안믹석  추가요  😀,0
Ugx3lzVR-FA2pOS1nuB4AaABAg.9XcVTMjc6r-9YHJ5WCh6Ue,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
Ugwmxq-w3o-oqZkzDjJ4AaABAg.9XcUsAU76hH9YHJQ6T6iO3,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgzdWoRNXZam5c4FcPl4AaABAg.9XcTxty0hBD9YHJNL5Kz4_,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
Ugwhu2USYGE7XV0xrfJ4AaABAg.9XcTnY-IfxF9XcXp0H2hf0,여가부있으나마나...ㅠ,0
Ugwhu2USYGE7XV0xrfJ4AaABAg.9XcTnY-IfxF9YHJn_uYXP9,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgwS-LU2rHKsAF0JMLx4AaABAg.9XcThOS1b2_9YHJk2_vJIB,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgyWwytyHpiPH46ywqF4AaABAg.9XcTL3_he_z9YHJGzasVm2,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgyNEsvgzZshtEvWp3V4AaABAg.9XcT9nLy07M9XcaGEWsbxw,윤미향 여짓것 국민 세금으로 월급을 주고 왜 여기까지 와 나요,0
UgwovSsVnwK4NVZyR9J4AaABAg.9XcT6NuUGgp9YHJRLvMeyl,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgyL0aGxY9hkeiHLoFp4AaABAg.9XcT2ixw4TJ9XcZPnZs7if,제발 할머니들을 정치에 더이상 이용하지 말았으면 좋겠어요,0
Ugz4L47viFvzxwqezvF4AaABAg.9XcSx2HoP8N9YHJYnf4zsC,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgxbGHwFdasJDaN0v7p4AaABAg.9XcSoyVyWUz9YHJSLuKvSi,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
Ugxz76W7Ffnz6Xh0G_l4AaABAg.9XcSNrstMtH9XcWLeTlV0y,괴롭네요 음성지원,0
UgwN8ITF-fNqbKS_4NR4AaABAg.9XcSMakcHpu9XcTwspH450,윤미향을 국회의원으로 민주당 당이 해체되어도 용서받지 못 합니다,0
UgwN8ITF-fNqbKS_4NR4AaABAg.9XcSMakcHpu9YHJdR_JhzU,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgxBRzGIg2FJROiX2b94AaABAg.9XcSCHAduxs9Xcjha3Ttxp,절대로  안함.,0
UgxBRzGIg2FJROiX2b94AaABAg.9XcSCHAduxs9XcjpNBWEEX,윤미향 민주당서 지켜 주는것 보셔요,0
UgxBRzGIg2FJROiX2b94AaABAg.9XcSCHAduxs9YHJEQcG5ww,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
UgzWP7ypqv7EIxAfhS54AaABAg.9XcRWtKVYBe9YHJbQ1W8qG,여긴 할머니 인터뷰 한것 안  보여주네.<br>여성가족부패지반대을  부탁했는데 절절히<br>하기야  조중동 채널에 세뇌당한 좀비 관리 할려면 좀 이해는 간다,1
Ugy8W77O7lqi4ASbwg14AaABAg.9XiLOlxQDau9XkFuO-hcgt,민쥬로 쓰고 좌빨이라 읽어야하는거 아닌가요?,1
UgwwL4IjnqwIe2_5cAl4AaABAg.9XhLBZfz66q9XkFyDbAMRj,님? 놈 아니고요?,1
UgwwL4IjnqwIe2_5cAl4AaABAg.9XhLBZfz66q9XlqwJKHOWl,@Denith kang ㅎ 놈의 반어법적 표현으로 ^^,0
UgxtccR4MalCxJzqTf14AaABAg.9XaqBi9YCc-9XdjYXIdsCD,국힘은 뭐합니까 죄명이 전과자 대장동 백현동 두산 변호사비용대납 조폭연루설 주변관련인 4명의 의문사등등 그리고 폐경궁댓글 욕설 아들 상습도박 성매매 파해치지 않고 더듬어공작당보세요 아무것도 아닌걸로 물고 늘어지고 좀 배우세요,1
UgyoYmdqZkyRQgv-UWJ4AaABAg.9XeZHG4l4Jh9Xo3yZecIW0,ㄷㄷㄷ 폭로자 4명중 2명 부하직원이었음?,0
UgzJ7Ykf4HoIO3xG6P94AaABAg.9XeQZD8NsDA9Xo378ko0lZ,누가 살인자를 변호함?,1
UgwahuAUARSTnuUtvg14AaABAg.9Xc23N_MOMB9Xcm0N0oS9l,조폭공화국 될까 더 무섭다,1
UgywBUg5IvggpfKyW5F4AaABAg.9XafDGonTo49XdsxL0lAu5,말이 씨가 된다죠,0
UgyO6v60dwbeY71PMqB4AaABAg.9X_07DhyLb79Xb84ommJgL,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻대통령후보자가. 쌍욕햇다고 전세계 <br>기네스북에올려야지요ㅎㅎ,1
UgzobvPgQxyofUihHB94AaABAg.9XZoZrGLnFA9X_qj5csGn8,뇌피셜 ㅋㅋㅋ 알고떠들어라 ㅋㅋ 그냥 지가 믿고싶은대로 보고 듣고싶은대로 듣는거겠지ㅉㅉ,1
Ugwibfg8MswM3FegpEt4AaABAg.9XWi5ccy_HS9XWn0TXGoNa,애잔하다..<br>밥은 먹고 다니고?,1
Ugyb-D06R4nByAYwIzJ4AaABAg.9XWdcsM5oCu9XZ1Iw1J_OK,말을 똑바로 하시지요 범인은 바로 국힘이고 석열씨다 터지는거 보면 감히 안잡히나 보네요,1
Ugy8Fql870Ay4wIMOG54AaABAg.9XVcaJqzyLy9XVh3diGNe7,아 검찰 싫다,0
UgxYqa6wwnxeMOy-Wzt4AaABAg.9XVUO3nGR8b9XWlxdz2e1D,그렇게는 안되지. 이미 독재국가로 넘어갔는데..,1
Ugw67Wo7nuyFk2bwq8Z4AaABAg.9Xf2i3Dw2Sp9XloSI7GZeF,망했음ㅋㅋ,0
UgwzeR1UBUHovVjiQ-54AaABAg.9XYIOOF_LoU9XYK4rEnm-2,맞습니다 .,0
UgxzZZHtPMVSkOZThNR4AaABAg.9XY8l_AwNaG9XYGXrZYguX,웃어워   ㅉ  ㅉ,1
UgzdyThZBZ20nvm_Lbp4AaABAg.9XXtmkZ5iWb9XZxTH0VjHM,도우면조건없이돕는거시지홍준표처럼뮈슬해다와어째라하고온갖구실을대는놈은쌩양아치다,1
UgxFxD6hU70h8JdWQqJ4AaABAg.9XX4X9nHQxh9X_LzHr7wat,이미 일그러진  정치꾼입니다,1
UgyjYNF5eGG1Ah3aF7x4AaABAg.9XUppJVAgYK9XYI3MqJGyj,홍 준표 개인욕심버려라 가출자주하다 진짜쫒겨난다. 영원히,1
Ugz2xIuP-3jJ6tLzP6d4AaABAg.9XUeGao9g1h9X_PY7mzs8I,무조건정권교체,0
Ugxcdo7bx1YXP_bqzXB4AaABAg.9XUMQj-K3ub9XX83oMWNge,왜 윤석열이 된건데요?!,0
Ugxcdo7bx1YXP_bqzXB4AaABAg.9XUMQj-K3ub9XXVXfTnbwL,홍준표는 그냥 나라가<br>잘 운영만 되면 개인 욕심은 없는거임<br>있었다면  은근슬쩍 합류했겠지   윤팀들이  한치앞밖에 못볼때 홍의원은  멀리 내다보고<br>판단하는거임,0
Ugxcdo7bx1YXP_bqzXB4AaABAg.9XUMQj-K3ub9XY1oPUM6W7,@김미숙 맞소!!,0
Ugxcdo7bx1YXP_bqzXB4AaABAg.9XUMQj-K3ub9XYFjyTVC0E,@하땅크TV ㅋㅋ 웃기시오,0
UgxGrZBnQkyknS6HGrF4AaABAg.9XULhRBSiwS9XWPhi0zFwH,과욕이 넘<br>크게 가졌구먼<br>욕심도 적당히 부려야,0
UgyM7D5HehH8Iekz3NR4AaABAg.9XUHpfj5KFl9XXZ7LYQezo,단일화는 안철수로. 절대 양보 할 수 없음.<br>지금 국힘당 대표도 양보했더니 이제와서 간철수라 비아냥 거리잖아. <br>그리고 제발 후보 인물과 정책만 비교해서 투표하세요.<br>당신은 국힘당 국회의원들에게서 만족하십니까? 진심 만족하십니까? <br>바꿔봅시다. 이번엔 바꿔봅시다.,0
UgzRIA8XsC3OvfBfKrR4AaABAg.9XUBem0I6dW9X_P-hXz2EC,그러게요 남자답게화끈하게 원팀으로가고  다음을보면될텐데,0
UgzRIA8XsC3OvfBfKrR4AaABAg.9XUBem0I6dW9X_P3U41M_R,@박화정 공천흥정 ?무슨일이고,0
UgwRrC6SmDyOqbstGoB4AaABAg.9XUAdeZOoI09XZm-28bdpE,맘에 안드는건 이해합니다만 이번 대선에서 어떻게든 하나라도 더 단일화해야 안전함이 사실입니다..저도 이번에 홍준표에 실망했지만 그렇다고 또 민주당 손바닥 안에서 5년을 썪어나긴 싫네요..,0
UgxjwZvw8XDDMli4WL94AaABAg.9XU8zvssWWB9X_RcaMlFHn,&#39;미운 강아지 눌러가면서 ㄸ산다 &#39; 캅디더.,0
Ugy_5oZPIiKVSShw7hh4AaABAg.9XU6PCdWY839XbP4tKu2ff,홍영감 아웃  아웃  나가시요,0
UgzSzHlDVjQwn-vYmr54AaABAg.9XU3JoD4-0x9XbQcjim-6T,신동욱앵커님  정확하시고  바른말씀 참감사히 잘듣고있습니다  존경합니다   이시대에 필요한 애국자십니다,0
UgzA0KxhW2jbteoL_A54AaABAg.9XTp203ys6V9XWPUw9sXvY,경선에서<br>홍이 되었드라면 큰일날뻔<br>속이 저렇게 좁아서<br>무슨 나라를 책임질 대통령이 되겠단 말인가요 ㅉㅉ,1
UgxkBQgNw7vJ8VmhtBd4AaABAg.9XTkOmv1ev99XU2-WrGbPm,딱딱딱,1
UgxkBQgNw7vJ8VmhtBd4AaABAg.9XTkOmv1ev99XUWqxDDd9u,홍준표  님 왜 긴세월 속에 대선에 낙마 하셨나요????,0
UgzKVEQB3Iubtu1XrT54AaABAg.9XT_iJIrE2W9XTeQZpaSBu,윤후보로 단일화되도 두분사이도 좋고 서로 존중하시며 잘하실거에욫,0
UgwZUx0LIrGVnNfBmcd4AaABAg.9XTVHYn1n4L9XbHnZb6mHi,ㄸ덩어리 빼소!,1
UgzB9orzDMisi3vUcVh4AaABAg.9XTVB_yLqL29XUA2bAX4kd,꼭 친구들에게 죄명이 녹음파일을 공유합시다  죄명이의 악마의 웃음소리을 꼭 들려주자,1
UgzrSEh-KJRZRE1jONB4AaABAg.9XTRX0AUnze9XbQonlAaMx,신앵커님 신선하시고 멋있습니다  잘 듣고 있습니다,0
Ugzb5GDsBBFif5Pw3xh4AaABAg.9XTOOgypFgr9XWu12BUT50,머가야비해 <br>당심으로뽑아놓고 <br>어디서민심이택한분을지적해~,0
UgwbisvP_Xhu9iZTOv14AaABAg.9XTOI8jE9MO9XbPav03sd-,콜라 김빠지면 길바닥에 버려지는  맹울이다 홍준표씨,1
UgzIXwr5nD1mt5kAHrt4AaABAg.9XTMvmN2HiJ9XTXF1THSjc,걱정마요  이준석은 대통령할꺼니까  그때까지 건강하시길,0
UgzApcvyuWkWfg2z2LF4AaABAg.9XTKz7bIEZO9XZm6fLNrqs,준표씨 이번에 실망입니다. 하지만 민주당 당선은 더 싫어요..우선순위를 생각해주세요ㅜ,0
Ugzs67QGUiOtmtyUdQZ4AaABAg.9XTKqtxFHZ29XbPJxd1p4p,홍씨 정신차려라,1
Ugzhi7UmZmF21rkfYqB4AaABAg.9XTJEwnWQwF9XTYaD7VSOM,이재명은 절대적으로 되야만 합니다 절대적으로 나라에 필요한 인물 대체불가입니다,0
UgwQjJFSY3kP7BjF-wd4AaABAg.9XTJ-WhFCRI9XTO3zS8GX7,쩍버리는 무식해서 안된다,1
UgwQjJFSY3kP7BjF-wd4AaABAg.9XTJ-WhFCRI9XTQzn4-aje,윤이되면 자칫하면 도사들이 좌지우지하는 나라가될건데 뭔소릴 그리 무섭게하나요?,1
UgxTo6vsyAG7IriTdvJ4AaABAg.9XTIJdGxpkZ9XUQVzXax2E,뭐라고 라구요. 이젠 정신이 맑지 않은 모양이네.,0
UgzhQqcg5ospET6FEtd4AaABAg.9XTHmVhkCfH9XTRIfPLjvk,윤석렬은 국민들 생각안해요.<br>휘둘리지 맙시다. 이재명은 더욱안되요,0
UgzhQqcg5ospET6FEtd4AaABAg.9XTHmVhkCfH9XVBtAHHnev,술집여자를 영부인으로 안되,1
UgzWJb82AOngVpLBL3F4AaABAg.9XTHdZaKaN89XTQj54uONK,ㅋㅋ 둘다 쓰~~지만 어준이는 말해봐야 입만 아파서..가 아닐까요? ㅎㅎ,0
Ugz_B8BP4ECwl8ry6M14AaABAg.9XTGi7Y26Nz9XTH_1uugdv,소인배 ㅋ 짜증난다 ㅋ 너는 대인배냐 ㅋ 윤석열은 대인배냐 ㅋ 김건희도 이야기하지 윤은 좌파라고 사람은 안변한다 ㅋ,1
Ugz_B8BP4ECwl8ry6M14AaABAg.9XTGi7Y26Nz9XTII737OA8,@청사초롱 놔두세요~~윤도리 지지자들 수준 아시면서~ ㅎㅎㅎ,1
Ugz_B8BP4ECwl8ry6M14AaABAg.9XTGi7Y26Nz9XTOXdE90up,건희한테도 발릴것같아..홍카가 건희앞에서는 그냥 김빠진 콜라임,0
Ugz_B8BP4ECwl8ry6M14AaABAg.9XTGi7Y26Nz9XVBmblRXDR,윤가 .줄리보다낫다,1
UgwIUij30c36N9NjApN4AaABAg.9XTGKIBMiUX9XTIKQ56yv0,아니 절때 안돼고<br>깜빵갈껄  건희랑장모랑<br>3종셋트로,1
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTKguPBAJr,윤석열은 ㅋㅋ말도못하고 정치도 할줄모르는것같은데? 너네 중학교는 나왔니?,1
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTLJwDfSh6,남탓 좀 그만하자<br>그리고 안철수가 착해서 입닫고 혼자 감내하니까 졸로 보이냐? 끊임없이 괴롭히는짓 좀 그만해,0
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTM-_lc3Th,리더는 사람을 거닐줄 알아야 하는데 안철수가 똑똑하고 인품이 좋다고해도 믿에 사람이 너무 없어요,0
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTQB_bylm2,안철수는 양보만 해주는사람이냐?양보해주면 해줬다고 깐보고  이젠 나왔다고 뭐라하네,0
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTRBjbxxvW,안철수는 늘 꼽사리껴서,1
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTUm1q7ISw,@정은행나무 윤석열은요?<br>윤석열은 사람 잘 거느려서 울산가서 모셔오고 들락날락.<br>이번에는 준표까지...<br>에혀~ 정말 사람 잘 못 보신겁니다.<br>게다가 솔직히 우리 우파끼리 하는말이지만 너무 무식하십니다<br>무속신앙까지....그만 말합시다,1
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XTrc6vsxjE,@GOOD - GUN 부인이 도사 좋아하는건 맞지만 윤석열 서울대법대 서울대법학대학원 출신 절대 무식하지않다. 안철수 능력있고  깨끗한 사람인건 알겠는데 나도 안철수 정치입문때부터 열혈지지자였는데 이번에또 안철수땜에 이재명될까 너무 무섭다,0
Ugxjt3feJZ3Sg46PBuV4AaABAg.9XTFs8xnYrQ9XUw3Z8dDoF,@곰순이 어머니~ 서울대 나온거랑 세상사 모르고 민생고 모르는거랑은 다르죠!<br>교과서와 법전 지식말고 포뢀적으고 너른 분야를 알고 있는 사람이 국민을 거느릴 수 있는겁니다.<br>어머님 말씀대로라고 하면 저도 대통령 후보에 나갈 수 있습니다,0
UgzAuJ201riYGDSjCL94AaABAg.9XTFS7WT6R19XTGQP1a-pf,홍준표는 선대위 들어와서 도와주고 자기의사 표현해야지 조건을 걸고 도와주겠다고 방자가 <br>방자했네 준표 끄엍,0
UgzAuJ201riYGDSjCL94AaABAg.9XTFS7WT6R19XTJhzlSFy4,준표 파이팅!,0
UgzAuJ201riYGDSjCL94AaABAg.9XTFS7WT6R19XTOjlKKRMI,좋은 분 추천이 좋은 분 이미지만 망쳐놨죠..때가 어느땐데 공천장사..흐미,0
UgwARh3e1Biotwe4dXt4AaABAg.9XTF1zaiOoy9XTRg827Nvw,유승민 꿈깨라,0
Ugz-zqBhTD_jzorgeBV4AaABAg.9XTEAl4SWUd9XTIySDDvGA,안철수 조원진 허경영<br>찍는것은<br>버리는표가 됩니다<br>정권교체 하려면<br>윤석열로 표를 모아줘야함<br>표가 나뉘어지면<br>이재명이가 횡재함,0
UgyDn8rJO4ZyOgvs0bd4AaABAg.9XTE1CgECFs9XTVeEUUWX-,정말 안철수로 정권교체 할수  있다고 보는겨?,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTEaeOHJ-R,양보는 안철수후보가 해야되겠지요,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTFS1NR9W1,ㅋㅋ안철수 말고 정상이 없는데 참..,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTIZhVcgWX,지지율로 보든 정권교체를 열망하는 국민들을 보든 안후보님이 양보해서 단일화로 죄명이를 월등히 이겨야합니다,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTKwwhgmg8,@정인 윤 단일화시 안철수가 압승인거는 어느 조사에서도 일관된다<br>그러니 안철수로 단일화가 맞는거,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTOiCIcaN5,@jungmi Lee 맞아요 <br>양보는 안철수님 해야합니다,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTQYfrXWMv,@jungmi Lee 양보는 윤석열이 해야겠지만 양보라는게 그릇이커야되는거라 윤석열은 안될겁니다.안철수는 양보했더니 다들 고마운줄모르는거에 많이 당해서 더이상은 절대안하죠.,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTc-TvGYbo,양보는 윤석열이 하는게 맞음 제정신 갖고 있는게 안철수밖에 없음,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTr9sXXYVu,@GOOD - GUN 그건 역선택 홍카가 민심에서 월등 앞섰듯이,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XTuNYEqDvO,큰그릇에 있<br>있는 물과 작은 그릇의 물이 있으면 어디로 합쳐야 할까요?,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XXXyZhPS8m,@정인 윤 왜 ? 안후보가 양보를 해야해.<br>양보하면 또 간철수라고 놀리려고. 정말 가지가지 한다.<br>후보 당사자를 보나 개인을 보나 공약 내용을 보나 안철수 만한 인물은 지금껏 없다.<br>삼프로가서 3후보의 정책의견을 들어보고 와라.,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XXYC9IrZhk,@안토니 다들 미쳤군. 매 번 안철수 양보하라 해놓고 후에는 간철수라고 놀리고 정말 가지가지 한다.<br>제발 사람을 봐라. 누가 나라를 진정으로 생각하고 국민을 위하는 인물인지를.<br>최악이 아닌 차악을 뽑지말라고 차악도 악이라고.<br>선한 안철수를 찍어야지.,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XXYN0Wfotw,@살다보면 맞아요. 양보하고 나면 나중에 뒤에서 간철수라고 비아냥대기만 하지 고마운줄 모르죠.<br>절대 사퇴하면 안됩니다. 설사 사표가 되어도 안철수입니다.<br>최악을 피하기 위해 차악이 아니라 선한 안철수라야 합니다.,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XXYj4RhUxE,@푸른소나무 그래서 최악을 피해서 차악을 택하는게 나을까 아님 선하고 깨끗한 인물을 택하는게 나을까?<br>몇 십년째 사표논리에 설득되어 1번과 2번만 찍을거요. 변화가 두려운가요. 뭐가 겁나나요.<br>사람만 보고 지지해 봅시다. 지금 국민의 힘당과 민주당 국회의원들 행태에 만족 하십니까. <br>한 번 싹 다 바꿔보고 싶지 않나요. 이번에 제대로 바꿔봅시다.,0
Ugzn5zAkVnMfb7zq9VR4AaABAg.9XTDsp1DOqG9XaDaasY-1V,@곰순이 자유보수 홍준표 부정하고 좌파 전체주의 윤석열 지지하는 건 더이상하지 맙시다! 대한민국 자유지상주의자 우파들은 홍준표를 지지해야 합니다! 미국에 신의 가호가 함께하길!,0
UgyM0ijSA0HsNGaX9794AaABAg.9XTDpMaNOUN9XTbdLW4ZNW,@썩을 지구 너나잘하세요.,1
Ugybz1gjhdAMXV7DbYF4AaABAg.9XTDigV_mb39XTIVPi0bvG,대구 수성을 홍씨<br>대구시장 나온다고<br>깝죽이던데<br>대구사람을 빙구로 보냐 ...,1
Ugybz1gjhdAMXV7DbYF4AaABAg.9XTDigV_mb39XTK4xwqtZb,난 대구 사람인데 난 홍준표 찍을꺼다<br>이순삼여사 오늘도 아트센터에서 설거지하셨다.<br>난 진짜 우리 대구를 위하는 사람 뽑을거다.,0
UgxwV8jLt-zVHJvXbK94AaABAg.9_X-yG8__C-9_XBeDPqsTH,"대한민국 진짜 대통령 잘 당선시켰습니다, 대한민국이 정상으로 돌아간다, 국민들이 안심하고 믿을 수  있고 행복합니다,",0
UgwyVQFLzIG06EuZzs14AaABAg.9_WwoNFhxEG9_X7B5HwXvM,당연하죠<br>원전폐쇠는<br>자유대한 파괴입니다,0
UgzzoL7kysr7VgTpJyt4AaABAg.9_WwMWSk-g19_WzD-NsoYO,윤석열 입니다 ㅡ<br>대통령 본인이  방명록에 윤석열  이렇게 쓰습니다  ㅡ,0
UgyNpvixY3Xx2yNlJPR4AaABAg.9_Ws9otvk1B9_Wu62rWqdN,용산반대자 주적이다,1
UgyNpvixY3Xx2yNlJPR4AaABAg.9_Ws9otvk1B9_Wv5rbM-cl,@왕돈이 개 풀뜯는소리,1
UgyNpvixY3Xx2yNlJPR4AaABAg.9_Ws9otvk1B9_X4pdtVmA2,잘하고계십시다 새로운 나라가 돼가는것 같습니다,0
UgyNpvixY3Xx2yNlJPR4AaABAg.9_Ws9otvk1B9_X73BHns3n,@신라면 유기견 6마리 유기묘8마리<br>키우고 있다<br>고양이 개 모두 풀 뜯어 먹는다<br>팩트는<br>수의사에게 문의해라,0
UgyTS42ZPzoWEmiIW1p4AaABAg.9_WraD9AsZo9_WvoO6Ytmf,원전중단손실은문대통령배상하고 퇴임하라 원칙 안인가요.,0
Ugx5l_T4W6xchvt13Dt4AaABAg.9_WquH1QbaV9_WsMb7Fn7H,김건희여사 주가조작 땅랑 한가지도 듣고있으니 현정부 5년동안 어찌판단하냐,0
Ugx5l_T4W6xchvt13Dt4AaABAg.9_WquH1QbaV9_Wu2XiqGhy,검총장 청문회때<br>탈탈 털었는데<br>무슨소리??,0
Ugx5l_T4W6xchvt13Dt4AaABAg.9_WquH1QbaV9_Wwgv7Y3pU,듣고싶은것만 듣는 희안한사람 나라일에 니편내편이 어디있담,1
Ugx5l_T4W6xchvt13Dt4AaABAg.9_WquH1QbaV9_X0anEePoz,이무당이어울리겠다 ㅡ윤석열  ㅡ대통령 비방한무당녀처벌 대상 ㅡ,1
Ugx5l_T4W6xchvt13Dt4AaABAg.9_WquH1QbaV9_XFwKJbcJ7,주가조작 혐의없음 나왔자나  좌파뉴스만 보니까 엉뚱한 소리만 하잖니  팩트체크 좀 해~~,1
UgxRhi8jeyNK6VtCmJV4AaABAg.9XeR7Oywc5I9Xf4DRPiUcj,"이재명 후보님은 강자에게 ( 조폭) 약하고 약자에게 강하고 , 분별력도 없고 이중언어 이중인격 이중 얼굴………..<br>저렇게까지해서 대통령되면 대한민국은 다시 보복국가가 됩니다 , 나라를 위해서 저런사람을 뽑으면 절대절대 안됩니다.",1
Ugyb1uJfxke92dSZVK94AaABAg.9XcYdcNbt7M9XgXxVerITT,이런  쇼는 이제 고마해~<br>마이  했다  아이가~~,0
UgxJEeD0fFIeelcMm954AaABAg.9XcW0n7rHln9XcevDmH8iR,모두다깜방...<br>Ok,0
Ugwa_NHyX6ZEKUGWn5t4AaABAg.9XcQDamptG_9XeQ-KmXAWZ,가재 붕어는 맛이라도 있지,0
Ugze3DosLvAceJGQLBR4AaABAg.9XcKlfASi_T9XcWbbVOaxZ,어쩌라고 욕쟁이나 형수한테 사과하라고 해라,1
Ugze3DosLvAceJGQLBR4AaABAg.9XcKlfASi_T9XcdNgVw7Te,이거 복사해서 붙이고 댕기냐?<br>양심에 털난 자들 이런 자들도 자격없다<br>댓글 조작 중이냐? 니 의견을 말해<br>복사해서 댓글조작에 나서지말고 ㅋㅋ,1
Ugze3DosLvAceJGQLBR4AaABAg.9XcKlfASi_T9XeZzbjlHiq,뭔짖을한들.전과자.욕재명 하구비교나되것냐.욕대회있음.재명이 는.그냥1등할텐데,1
UgyJhA1qf-I4wTVGdKR4AaABAg.9XcKIfALERM9XdJWxsLZiD,진짜 따봉?  ㅋㅋ,0
UgyJhA1qf-I4wTVGdKR4AaABAg.9XcKIfALERM9XeQDnhJ4AG,족발 해팔 송영길 <br>이재명 따따봉 ㅋㅋㅋ,1
UgxjtbL2-S6LtaGz2rd4AaABAg.9XcJBE3U4Ni9XcUKfQYgrX,또 속지맙시다 저들의가면속에 어떤음모가숨어있을지 우리는 5년동안 뼈져린경험을했지요 부정 투 개표 막아야합니다,0
UgxRTdX8C1_NtAfZc0t4AaABAg.9XcIfrLf3dg9XePqTYWV3-,까치는 좋은 소식이라도 주지 까마귀 날면 배도 떨어진다는 속담도 있죠,0
UgybNUj0sNX7ZLLq0GJ4AaABAg.9XcHaCi7O8n9XcadaKkV4r,"당선무효,사과는커녕 엉뚱한 ㅡ지키지도않을 궤변 늘어놓기.",1
